,Washington,Illinois,California,Arizona,Massachusetts,Wisconsin,Texas,Nebraska,Utah,Oregon,Florida,New York,Rhode Island,Georgia,New Hampshire,North Carolina,New Jersey,Colorado,Maryland,Nevada,Tennessee,Hawaii,Indiana,Kentucky,Minnesota,Oklahoma,Pennsylvania,South Carolina,District of Columbia,Kansas,Missouri,Vermont,Virginia,Connecticut,Iowa,Louisiana,Ohio,Michigan,South Dakota,Arkansas,Delaware,Mississippi,New Mexico,North Dakota,Wyoming,Alaska,Maine,Alabama,Idaho,Montana,Puerto Rico,Virgin Islands,Guam,West Virginia,Northern Mariana Islands
2020-03-08,0.0,1.0,0.0,0.0,-3.0,0.0,1.0,2.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,-2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,0.0,-10.0,0.0,0.0,0.0,0.0,-5.0,1.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,-2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,10.0,15.0,0.0,1.0,-7.0,0.0,-9.0,2.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-11.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
2020-03-14,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,-2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020-03-15,1.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,-12.0,1.0,17.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,5.0,4.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,-6.0,3.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
2020-03-16,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,-8.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,-3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
2020-03-17,1.0,0.0,2.0,0.0,0.0,0.0,0.0,-31.0,3.0,0.0,2.0,-218.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,4.0,0.0,-1.0,0.0,4.0,1.0,0.0,-7.0,0.0,-1.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020-03-18,4.0,1.0,1.0,3.0,2.0,0.0,-2.0,0.0,0.0,1.0,-8.0,0.0,10.0,0.0,3.0,0.0,1.0,-4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,-4.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,-1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0
2020-03-19,0.0,0.0,0.0,-7.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,1.0,2.0,0.0,0.0,6.0,-22.0,2.0,0.0,0.0,1.0,-3.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,-9.0,0.0,1.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,-2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0
2020-03-20,1.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,32.0,1.0,-4.0,3.0,2.0,0.0,0.0,1.0,1.0,97.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0
2020-03-21,10.0,0.0,-4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,-19.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-215.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0
2020-03-22,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,21.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,12.0,0.0,0.0
2020-03-23,1.0,0.0,1.0,0.0,5.0,0.0,5.0,-1.0,2.0,0.0,5.0,2.0,23.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,-4.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-4.0,0.0,8.0,0.0,0.0,0.0,0.0,-4.0,4.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0
2020-03-24,19.0,1.0,0.0,1.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,15.0,0.0,0.0,0.0,0.0,8.0,4.0,21.0,6.0,71.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,8.0,0.0,3.0,-1.0,0.0
2020-03-25,7.0,0.0,0.0,1.0,56.0,0.0,-13.0,3.0,1.0,1.0,3.0,0.0,-115.0,0.0,0.0,2.0,3.0,0.0,0.0,13.0,3.0,-15.0,0.0,-5.0,0.0,1.0,2.0,7.0,46.0,5.0,-68.0,2.0,2.0,0.0,0.0,-4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0
2020-03-26,10.0,0.0,0.0,1.0,37.0,1.0,0.0,0.0,-2.0,0.0,-12.0,3.0,0.0,2.0,1.0,2.0,13.0,1.0,0.0,10.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,48.0,7.0,6.0,0.0,1.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,13.0,0.0,17.0,1.0,0.0
2020-03-27,11.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,8.0,7.0,0.0,0.0,2.0,0.0,4.0,8.0,0.0,36.0,9.0,-9.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-2.0,0.0,-7.0,0.0,6.0,0.0,0.0,9.0,15.0,2.0,4.0,0.0,0.0
2020-03-28,28.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,13.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,12.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,21.0,0.0,4.0,0.0,2.0
2020-03-29,47.0,0.0,0.0,5.0,46.0,0.0,0.0,4.0,8.0,0.0,0.0,1.0,12.0,2.0,1.0,-8.0,5.0,0.0,0.0,14.0,7.0,5.0,0.0,0.0,1.0,4.0,6.0,5.0,38.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,27.0,4.0,1.0,0.0,0.0
2020-03-30,0.0,0.0,3.0,3.0,53.0,0.0,0.0,-8.0,-1.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,12.0,0.0,1.0,14.0,5.0,-2.0,0.0,2.0,0.0,2.0,11.0,7.0,59.0,12.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0,3.0,2.0,0.0,1.0,6.0,0.0,1.0,2.0,47.0,7.0,2.0,0.0,0.0
2020-03-31,0.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,16.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,12.0,13.0,94.0,12.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,2.0,0.0,-6.0,0.0,0.0,6.0,0.0,0.0,3.0,65.0,0.0,79.0,0.0,0.0
2020-04-01,53.0,0.0,0.0,0.0,130.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,20.0,0.0,1.0,42.0,13.0,3.0,1.0,0.0,-5.0,2.0,0.0,10.0,91.0,14.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,47.0,0.0,8.0,0.0,4.0
2020-04-02,16.0,0.0,1.0,1.0,104.0,0.0,0.0,0.0,6.0,1.0,0.0,-8.0,2.0,0.0,1.0,1.0,20.0,0.0,1.0,0.0,17.0,2.0,0.0,1.0,0.0,-22.0,36.0,0.0,67.0,13.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,-3.0,9.0,0.0,-1.0,3.0,30.0,7.0,5.0,1.0,2.0
2020-04-03,73.0,1.0,1.0,0.0,158.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,33.0,0.0,0.0,66.0,9.0,-9.0,1.0,0.0,0.0,0.0,0.0,7.0,104.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,3.0,62.0,1.0,2.0,2.0,0.0
2020-04-04,0.0,2.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,-2.0,1.0,33.0,0.0,2.0,16.0,11.0,-3.0,1.0,1.0,0.0,0.0,42.0,8.0,145.0,18.0,0.0,4.0,2.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,74.0,4.0,69.0,2.0,0.0
2020-04-05,74.0,0.0,1.0,-1.0,63.0,0.0,0.0,0.0,-10.0,3.0,0.0,0.0,5.0,1.0,3.0,3.0,13.0,0.0,2.0,19.0,11.0,2.0,1.0,0.0,0.0,0.0,27.0,4.0,96.0,12.0,1.0,-2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,12.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,23.0,0.0,42.0,3.0,0.0
2020-04-06,17.0,0.0,1.0,2.0,99.0,0.0,-2.0,0.0,25.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,1.0,17.0,4.0,-1.0,2.0,0.0,0.0,0.0,18.0,10.0,99.0,25.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,38.0,1.0,1.0,1.0,0.0
2020-04-07,20.0,1.0,2.0,0.0,95.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,27.0,21.0,-5.0,0.0,40.0,0.0,0.0,28.0,16.0,-2.0,0.0,0.0,0.0,0.0,29.0,13.0,114.0,6.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,2.0,-3.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,60.0,2.0,8.0,-10.0,0.0
2020-04-08,0.0,0.0,2.0,-1.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,34.0,0.0,0.0,17.0,4.0,0.0,0.0,1.0,1.0,0.0,15.0,7.0,229.0,53.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,69.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,47.0,0.0,135.0,0.0,3.0
2020-04-09,47.0,0.0,0.0,1.0,165.0,0.0,0.0,0.0,3.0,4.0,1.0,-1.0,3.0,5.0,5.0,0.0,30.0,0.0,6.0,-325.0,6.0,-4.0,0.0,4.0,0.0,0.0,17.0,5.0,83.0,32.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,15.0,9.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,4.0,63.0,1.0,133.0,0.0,0.0
2020-04-10,0.0,0.0,0.0,1.0,217.0,0.0,2.0,1.0,3.0,-1.0,0.0,1.0,0.0,8.0,0.0,1.0,18.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,33.0,5.0,137.0,23.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,-285.0,8.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,42.0,0.0,35.0,0.0,0.0
2020-04-11,88.0,0.0,0.0,-1.0,144.0,0.0,0.0,0.0,-6.0,2.0,2.0,0.0,16.0,2.0,-5.0,0.0,25.0,0.0,3.0,0.0,6.0,-1.0,1.0,4.0,0.0,0.0,10.0,2.0,118.0,15.0,0.0,1.0,2.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,63.0,5.0,104.0,0.0,0.0
2020-04-12,0.0,0.0,0.0,2.0,210.0,0.0,0.0,1.0,3.0,0.0,-1.0,1.0,0.0,7.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.0,1.0,0.0,14.0,7.0,97.0,17.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,451.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,109.0,0.0,35.0,0.0,0.0
2020-04-13,38.0,2.0,0.0,0.0,96.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,21.0,0.0,1.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,24.0,2.0,80.0,5.0,1.0,2.0,4.0,17.0,0.0,0.0,1.0,0.0,2.0,0.0,-461.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-04-14,62.0,1.0,0.0,0.0,118.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,36.0,3.0,0.0,1.0,26.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,40.0,2.0,103.0,8.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
2020-04-15,39.0,1.0,0.0,1.0,104.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,26.0,0.0,1.0,0.0,10.0,-2.0,0.0,1.0,0.0,0.0,10.0,0.0,139.0,18.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,77.0,0.0,29.0,0.0,0.0
2020-04-16,33.0,0.0,0.0,3.0,153.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,19.0,3.0,-6.0,0.0,33.0,0.0,3.0,0.0,6.0,4.0,1.0,3.0,0.0,0.0,12.0,11.0,153.0,16.0,0.0,2.0,2.0,-2.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,7.0,3.0,0.0,0.0,0.0,8.0,2.0,0.0,3.0,0.0,0.0,40.0,0.0,0.0
2020-04-17,52.0,0.0,0.0,2.0,262.0,0.0,-3.0,0.0,4.0,2.0,1.0,1.0,12.0,2.0,1.0,0.0,20.0,0.0,3.0,0.0,10.0,97.0,-1.0,-2.0,0.0,0.0,50.0,2.0,126.0,21.0,0.0,2.0,1.0,5.0,0.0,-1.0,2.0,0.0,0.0,1.0,6.0,9.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,94.0,0.0,6.0,0.0,0.0
2020-04-18,0.0,0.0,1.0,1.0,187.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,1.0,3.0,-2.0,0.0,22.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,20.0,5.0,190.0,12.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,3.0
2020-04-19,12.0,0.0,0.0,1.0,117.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,49.0,1.0,2.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,18.0,0.0,127.0,5.0,0.0,3.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,-1.0,0.0,0.0,2.0,0.0,0.0,2.0,145.0,0.0,3.0,0.0,0.0
2020-04-20,97.0,0.0,0.0,2.0,110.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,10.0,6.0,2.0,0.0,21.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,12.0,3.0,134.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,39.0,0.0,3.0,0.0,0.0
2020-04-21,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,11.0,12.0,11.0,0.0,29.0,0.0,-1.0,0.0,2.0,2.0,0.0,-1.0,0.0,0.0,24.0,3.0,171.0,7.0,0.0,1.0,-1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,-1.0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,-337.0,0.0,41.0,0.0,0.0
2020-04-22,0.0,0.0,0.0,1.0,115.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,47.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,14.0,4.0,108.0,38.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,59.0,0.0,0.0
2020-04-23,84.0,0.0,0.0,11.0,342.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,30.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,15.0,5.0,155.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,-25.0,7.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,64.0,0.0,0.0
